"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"使用AI助手上传不支持打开的文件后点击进行预览会有test提示","19638","使用AI助手上传不支持打开的文件后点击进行预览会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:23:00 CST 2025","broken","Fri Jun 27 10:23:20 CST 2025","","test_ai_upload","",""
"在笔记页AI进行的对话不能在AI助手页历史会话页面查看","47425","在笔记页AI进行的对话不能在AI助手页历史会话页面查看","aircases.test_ai_history.air","Fri Jun 27 10:17:07 CST 2025","passed","Fri Jun 27 10:17:55 CST 2025","","test_ai_history","",""
"AI助手对话详情页上传文件过程中返回会有test提示","49361","AI助手对话详情页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:17:55 CST 2025","passed","Fri Jun 27 10:18:44 CST 2025","","test_ai_upload","",""
"上传文件进入对话后在“文件正在上传中”点击取消","53507","上传文件进入对话后在“文件正在上传中”点击取消","aircases.test_ai_upload.air","Fri Jun 27 10:25:32 CST 2025","passed","Fri Jun 27 10:26:26 CST 2025","","test_ai_upload","",""
"笔记列表右侧菜单功能校验-文件夹移动分组","79999","笔记列表右侧菜单功能校验-文件夹移动分组","aircases.test_notes_create_folder.air","Fri Jun 27 11:29:16 CST 2025","passed","Fri Jun 27 11:30:36 CST 2025","","test_notes_create_folder","",""
"批量处理入口，第一行显示全选/取消全选、移动、删除、退出按钮，全选框未勾选时，移动、删除按钮不可点击，点击退出批量处理按钮，退出批量处理模式，最后执行","18942","批量处理入口，第一行显示全选/取消全选、移动、删除、退出按钮，全选框未勾选时，移动、删除按钮不可点击，点击退出批量处理按钮，退出批量处理模式，最后执行","aircases.test_zbulk_operations.air","Fri Jun 27 12:00:48 CST 2025","passed","Fri Jun 27 12:01:07 CST 2025","","test_zbulk_operations","",""
"设置默认模版后不影响 现有笔记已设置的模版校验","117229","设置默认模版后不影响 现有笔记已设置的模版校验","aircases.test_note_template.air","Fri Jun 27 11:03:29 CST 2025","passed","Fri Jun 27 11:05:26 CST 2025","","test_note_template","",""
"中英翻译助手页上传文件过程中返回会有test提示","29635","中英翻译助手页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:19:05 CST 2025","passed","Fri Jun 27 10:19:35 CST 2025","","test_ai_upload","",""
"上传单个文件过程中点击×后删除文件","25333","上传单个文件过程中点击×后删除文件","aircases.test_ai_upload.air","Fri Jun 27 10:27:01 CST 2025","passed","Fri Jun 27 10:27:26 CST 2025","","test_ai_upload","",""
"新建文件夹内笔记删除后在回收站恢复验证","82445","新建文件夹内笔记删除后在回收站恢复验证","aircases.test_recycle_bin_recovery.air","Fri Jun 27 11:47:45 CST 2025","passed","Fri Jun 27 11:49:08 CST 2025","","test_recycle_bin_recovery","",""
"办公本有历史会话时点击AI助手历史会话后加载失败弹出test","36770","办公本有历史会话时点击AI助手历史会话后加载失败弹出test","aircases.test_ai_history.air","Fri Jun 27 10:15:14 CST 2025","passed","Fri Jun 27 10:15:51 CST 2025","","test_ai_history","",""
"开启阅读模式,打开文档开启阅读模式和护眼模式文档阅读，开启阅读模式但关闭护眼模式文档阅读","48632","开启阅读模式,打开文档开启阅读模式和护眼模式文档阅读，开启阅读模式但关闭护眼模式文档阅读","aircases.test_reading.air","Fri Jun 27 11:40:29 CST 2025","broken","Fri Jun 27 11:41:18 CST 2025","","test_reading","",""
"已登录账号,阅读页面初始化，切换tab","10141","已登录账号,阅读页面初始化，切换tab","aircases.test_reading.air","Fri Jun 27 11:37:36 CST 2025","passed","Fri Jun 27 11:37:47 CST 2025","","test_reading","",""
"点击踩图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","48495","点击踩图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","aircases.test_ai.air","Fri Jun 27 10:10:05 CST 2025","passed","Fri Jun 27 10:10:54 CST 2025","","test_ai","",""
"网页分享配置密码后打开h5分享页不需要密码验证","65751","网页分享配置密码后打开h5分享页不需要密码验证","aircases.test_note_tools.air","Fri Jun 27 11:22:30 CST 2025","broken","Fri Jun 27 11:23:36 CST 2025","","test_note_tools","",""
"连接wifi时，微信已绑定文件传输，从微信端选择多种格式的文件发送到办公本","17076","连接wifi时，微信已绑定文件传输，从微信端选择多种格式的文件发送到办公本","aircases.test_file_transfer.air","Fri Jun 27 10:29:51 CST 2025","passed","Fri Jun 27 10:30:08 CST 2025","","test_file_transfer","",""
"新建一条代办，重点关注，清空待办所有内容确定，提示无法保存，不能为空","39785","新建一条代办，重点关注，清空待办所有内容确定，提示无法保存，不能为空","aircases.test_focus_on_agent.air","Fri Jun 27 10:31:46 CST 2025","passed","Fri Jun 27 10:32:26 CST 2025","","test_focus_on_agent","",""
"通过导入文件方式导入一个后再导入一个，查看排列顺序","84205","通过导入文件方式导入一个后再导入一个，查看排列顺序","aircases.test_reading.air","Fri Jun 27 11:38:44 CST 2025","passed","Fri Jun 27 11:40:09 CST 2025","","test_reading","",""
"AI助手对话详情页上传文件过程中返回后点击确认","23482","AI助手对话详情页上传文件过程中返回后点击确认","aircases.test_ai_history.air","Fri Jun 27 10:14:11 CST 2025","passed","Fri Jun 27 10:14:35 CST 2025","","test_ai_history","",""
"创建笔记输入文本，增加代办","102513","创建笔记输入文本，增加代办","aircases.test_agent.air","Fri Jun 27 10:00:20 CST 2025","broken","Fri Jun 27 10:02:03 CST 2025","","test_agent","",""
"笔记页面显示（未登录账号）","33468","笔记页面显示（未登录账号）","aircases.test_notes_init.air","Fri Jun 27 11:31:55 CST 2025","passed","Fri Jun 27 11:32:28 CST 2025","","test_notes_init","",""
"已登录账号，导入到我的文档中的文件，退出登录后，仍然显示在我的文档中","99445","已登录账号，导入到我的文档中的文件，退出登录后，仍然显示在我的文档中","aircases.test_aalogin_data_auth.air","Fri Jun 27 09:54:31 CST 2025","passed","Fri Jun 27 09:56:10 CST 2025","","test_aalogin_data_auth","",""
"笔记列表【更多】移动分组入口创建文件夹验证","74790","笔记列表【更多】移动分组入口创建文件夹验证","aircases.test_notes_create_folder.air","Fri Jun 27 11:24:27 CST 2025","passed","Fri Jun 27 11:25:42 CST 2025","","test_notes_create_folder","",""
"语音输入模式下点击上传文件时会跳转到AI助手页","24491","语音输入模式下点击上传文件时会跳转到AI助手页","aircases.test_ai_deepseek.air","Fri Jun 27 10:13:47 CST 2025","passed","Fri Jun 27 10:14:11 CST 2025","","test_ai_deepseek","",""
"上传文件过程中网络异常弹出提示","54926","上传文件过程中网络异常弹出提示","aircases.test_ai_upload.air","Fri Jun 27 10:27:26 CST 2025","passed","Fri Jun 27 10:28:21 CST 2025","","test_ai_upload","",""
"在deep seek进行的对话能够在AI助手页历史会话页面查看","41276","在deep seek进行的对话能够在AI助手页历史会话页面查看","aircases.test_ai_deepseek.air","Fri Jun 27 10:13:06 CST 2025","passed","Fri Jun 27 10:13:47 CST 2025","","test_ai_deepseek","",""
"笔记列表，笔记批量删除，回收站可查看验证","60369","笔记列表，笔记批量删除，回收站可查看验证","aircases.test_recycle_bin.air","Fri Jun 27 11:44:20 CST 2025","passed","Fri Jun 27 11:45:20 CST 2025","","test_recycle_bin","",""
"删除所有待办","39457","删除所有待办","aircases.test_agent.air","Fri Jun 27 10:05:12 CST 2025","passed","Fri Jun 27 10:05:52 CST 2025","","test_agent","",""
"导出笔记至文件传输-打开目录","47716","导出笔记至文件传输-打开目录","aircases.test_file_transfer.air","Fri Jun 27 10:30:59 CST 2025","passed","Fri Jun 27 10:31:46 CST 2025","","test_file_transfer","",""
"网页分享配置密码后打开h5分享页需要密码验证","83955","网页分享配置密码后打开h5分享页需要密码验证","aircases.test_note_tools.air","Fri Jun 27 11:21:06 CST 2025","passed","Fri Jun 27 11:22:30 CST 2025","","test_note_tools","",""
"断网情况下，创建待办，创建完成后重新联网","35630","断网情况下，创建待办，创建完成后重新联网","aircases.test_agent.air","Fri Jun 27 09:58:47 CST 2025","passed","Fri Jun 27 09:59:22 CST 2025","","test_agent","",""
"新建二级文件夹删除（包含文件）恢复验证","79507","新建二级文件夹删除（包含文件）恢复验证","aircases.test_recycle_bin_recovery.air","Fri Jun 27 11:50:44 CST 2025","passed","Fri Jun 27 11:52:03 CST 2025","","test_recycle_bin_recovery","",""
"自定义模版重命名 名称上限40为字符，不限类型","80276","自定义模版重命名 名称上限40为字符，不限类型","aircases.test_note_template.air","Fri Jun 27 11:11:42 CST 2025","passed","Fri Jun 27 11:13:03 CST 2025","","test_note_template","",""
"微信传输确认删除已下载成功文件","23579","微信传输确认删除已下载成功文件","aircases.test_file_transfer.air","Fri Jun 27 10:30:17 CST 2025","passed","Fri Jun 27 10:30:40 CST 2025","","test_file_transfer","",""
"已登录账号，有笔记","39138","已登录账号，有笔记","aircases.test_notes_init.air","Fri Jun 27 11:32:28 CST 2025","passed","Fri Jun 27 11:33:08 CST 2025","","test_notes_init","",""
"ai回答输入框包括键盘输入，语音输入,点击输入框中语音图标热区，切换到语音输入","47838","ai回答输入框包括键盘输入，语音输入,点击输入框中语音图标热区，切换到语音输入","aircases.test_ai.air","Fri Jun 27 10:11:53 CST 2025","passed","Fri Jun 27 10:12:41 CST 2025","","test_ai","",""
"上下分屏滚动保存笔记后搜索","52772","上下分屏滚动保存笔记后搜索","aircases.test_notes_split_screen.air","Fri Jun 27 11:35:08 CST 2025","passed","Fri Jun 27 11:36:01 CST 2025","","test_notes_split_screen","",""
"二次确认弹窗点击确认后，关联的笔记不再显示该标签验证","52432","二次确认弹窗点击确认后，关联的笔记不再显示该标签验证","aircases.test_note_tag.air","Fri Jun 27 10:58:49 CST 2025","passed","Fri Jun 27 10:59:41 CST 2025","","test_note_tag","",""
"非文件夹内新建笔记删除功能验证（全部笔记tab下）","37518","非文件夹内新建笔记删除功能验证（全部笔记tab下）","aircases.test_recycle_bin.air","Fri Jun 27 11:42:41 CST 2025","passed","Fri Jun 27 11:43:19 CST 2025","","test_recycle_bin","",""
"笔记列表，文件夹批量删除，回收站可查看验证","52207","笔记列表，文件夹批量删除，回收站可查看验证","aircases.test_recycle_bin.air","Fri Jun 27 11:45:44 CST 2025","passed","Fri Jun 27 11:46:36 CST 2025","","test_recycle_bin","",""
"无网络时开启录音","58141","无网络时开启录音","aircases.test_note_recording.air","Fri Jun 27 10:49:06 CST 2025","passed","Fri Jun 27 10:50:04 CST 2025","","test_note_recording","",""
"修改重点关注的待办日期，月份，年份，","24604","修改重点关注的待办日期，月份，年份，","aircases.test_focus_on_agent.air","Fri Jun 27 10:32:55 CST 2025","broken","Fri Jun 27 10:33:20 CST 2025","","test_focus_on_agent","",""
"笔记列表同一分组下，文件夹移动至二级文件夹下验证","53888","笔记列表同一分组下，文件夹移动至二级文件夹下验证","aircases.test_ufolder_move.air","Fri Jun 27 11:55:42 CST 2025","passed","Fri Jun 27 11:56:36 CST 2025","","test_ufolder_move","",""
"我的文档列表,docx格式文档内容为空可正常打开","52917","我的文档列表,docx格式文档内容为空可正常打开","aircases.test_reading.air","Fri Jun 27 11:37:51 CST 2025","passed","Fri Jun 27 11:38:44 CST 2025","","test_reading","",""
"语音输入模式下点击上传文件时会跳转到AI助手页","4050","语音输入模式下点击上传文件时会跳转到AI助手页","aircases.test_ai_history.air","Fri Jun 27 10:17:03 CST 2025","passed","Fri Jun 27 10:17:07 CST 2025","","test_ai_history","",""
"自定义模版删除后，其它已设置的笔记正常显示该模版","65282","自定义模版删除后，其它已设置的笔记正常显示该模版","aircases.test_note_template.air","Fri Jun 27 11:10:30 CST 2025","broken","Fri Jun 27 11:11:36 CST 2025","","test_note_template","",""
"标签页增加筛选结果可筛选出标签对应的笔记验证,所有标签（标签列表）支持长按显示悬浮菜单“重命名”“删除”按钮验证","133464","标签页增加筛选结果可筛选出标签对应的笔记验证,所有标签（标签列表）支持长按显示悬浮菜单“重命名”“删除”按钮验证","aircases.test_note_tag.air","Fri Jun 27 10:59:41 CST 2025","passed","Fri Jun 27 11:01:55 CST 2025","","test_note_tag","",""
"用笔按住AI图标拖至手写处，然后松手,点击复制按钮复制答案","54722","用笔按住AI图标拖至手写处，然后松手,点击复制按钮复制答案","aircases.test_ai.air","Fri Jun 27 10:07:36 CST 2025","passed","Fri Jun 27 10:08:31 CST 2025","","test_ai","",""
"TODO: 填写描述","34835","TODO: 填写标题","aircases.test_note_page.air","Fri Jun 27 10:46:26 CST 2025","broken","Fri Jun 27 10:47:01 CST 2025","","test_note_page","",""
"分享设置入口验证","39581","分享设置入口验证","aircases.test_share_note.air","Fri Jun 27 11:55:02 CST 2025","passed","Fri Jun 27 11:55:42 CST 2025","","test_share_note","",""
"二维码自动生成验证","33776","二维码自动生成验证","aircases.test_share_note.air","Fri Jun 27 11:54:29 CST 2025","passed","Fri Jun 27 11:55:02 CST 2025","","test_share_note","",""
"分屏后，滑动浏览页面，完整显示会后总结","44093","分屏后，滑动浏览页面，完整显示会后总结","aircases.test_notes_split_screen.air","Fri Jun 27 11:34:24 CST 2025","passed","Fri Jun 27 11:35:08 CST 2025","","test_notes_split_screen","",""
"在首页AI进行的对话能够在AI助手页历史会话页面查看","18007","在首页AI进行的对话能够在AI助手页历史会话页面查看","aircases.test_ai_history.air","Fri Jun 27 10:16:45 CST 2025","passed","Fri Jun 27 10:17:03 CST 2025","","test_ai_history","",""
"按紧迫程度排序-待办-还有不到十天，再按创建时间排序","18104","按紧迫程度排序-待办-还有不到十天，再按创建时间排序","aircases.test_agent.air","Fri Jun 27 09:59:39 CST 2025","broken","Fri Jun 27 09:59:57 CST 2025","","test_agent","",""
"默认模版二次确认弹窗点击取消，默认模版设置不生效校验","42174","默认模版二次确认弹窗点击取消，默认模版设置不生效校验","aircases.test_note_template.air","Fri Jun 27 11:02:47 CST 2025","passed","Fri Jun 27 11:03:29 CST 2025","","test_note_template","",""
"点击通过文件传输导入","19399","点击通过文件传输导入","aircases.test_reading.air","Fri Jun 27 11:40:09 CST 2025","broken","Fri Jun 27 11:40:28 CST 2025","","test_reading","",""
"依次勾选列表中的每条笔记的勾选框，最后执行","101173","依次勾选列表中的每条笔记的勾选框，最后执行","aircases.test_zbulk_operations.air","Fri Jun 27 12:03:20 CST 2025","passed","Fri Jun 27 12:05:01 CST 2025","","test_zbulk_operations","",""
"新建笔记，插入文字，加入待办 ","37061","新建笔记，插入文字，加入待办 ","aircases.test_note_tools.air","Fri Jun 27 11:19:21 CST 2025","passed","Fri Jun 27 11:19:58 CST 2025","","test_note_tools","",""
"全选删除，取消未删除，确认后全部删除，最后执行","35821","全选删除，取消未删除，确认后全部删除，最后执行","aircases.test_zbulk_operations.air","Fri Jun 27 12:02:28 CST 2025","broken","Fri Jun 27 12:03:04 CST 2025","","test_zbulk_operations","",""
"在第一页时，点击向左箭头，不新增页面","25626","在第一页时，点击向左箭头，不新增页面","aircases.test_note_tools.air","Fri Jun 27 11:15:55 CST 2025","passed","Fri Jun 27 11:16:21 CST 2025","","test_note_tools","",""
"分屏后，滑动浏览页面，完整显示AI笔记 ","35404","分屏后，滑动浏览页面，完整显示AI笔记 ","aircases.test_notes_split_screen.air","Fri Jun 27 11:33:48 CST 2025","passed","Fri Jun 27 11:34:24 CST 2025","","test_notes_split_screen","",""
"回收站列表右侧更多按钮彻底删除验证","44807","回收站列表右侧更多按钮彻底删除验证","aircases.test_recycle_bin_recovery.air","Fri Jun 27 11:53:06 CST 2025","passed","Fri Jun 27 11:53:51 CST 2025","","test_recycle_bin_recovery","",""
"TODO: 填写描述","23622","TODO: 填写标题","aircases.test_note_page.air","Fri Jun 27 10:47:08 CST 2025","passed","Fri Jun 27 10:47:31 CST 2025","","test_note_page","",""
"产品周报页上传文件过程中返回会有test提示","29712","产品周报页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:20:34 CST 2025","passed","Fri Jun 27 10:21:04 CST 2025","","test_ai_upload","",""
"保存到本地，导出完成弹窗选项立即打开验证","28453","保存到本地，导出完成弹窗选项立即打开验证","aircases.test_note_export.air","Fri Jun 27 10:42:17 CST 2025","passed","Fri Jun 27 10:42:46 CST 2025","","test_note_export","",""
"输入对应笔记标题搜索后进入详情页","16570","输入对应笔记标题搜索后进入详情页","aircases.test_search.air","Fri Jun 27 11:53:51 CST 2025","passed","Fri Jun 27 11:54:08 CST 2025","","test_search","",""
"批注截图列表，导出批注截图图片","47345","批注截图列表，导出批注截图图片","aircases.test_reading.air","Fri Jun 27 11:41:46 CST 2025","passed","Fri Jun 27 11:42:33 CST 2025","","test_reading","",""
"输入文件名称搜索","20781","输入文件名称搜索","aircases.test_search.air","Fri Jun 27 11:54:08 CST 2025","broken","Fri Jun 27 11:54:28 CST 2025","","test_search","",""
"登录-验证码校验","61753","登录-验证码校验","aircases.test_login.air","Fri Jun 27 10:39:17 CST 2025","passed","Fri Jun 27 10:40:19 CST 2025","","test_login","",""
"ai对话提问上传文件","60574","ai对话提问上传文件","aircases.test_ai_upload.air","Fri Jun 27 10:24:32 CST 2025","passed","Fri Jun 27 10:25:32 CST 2025","","test_ai_upload","",""
"新建笔记首次进入笔记系统模版默认模版为“行距纸”校验","46591","新建笔记首次进入笔记系统模版默认模版为“行距纸”校验","aircases.test_note_template.air","Fri Jun 27 11:05:26 CST 2025","passed","Fri Jun 27 11:06:13 CST 2025","","test_note_template","",""
"选中自定义模版删除后焦点回到当前笔记应用的模版,默认选中并设置系统默认模版","73367","选中自定义模版删除后焦点回到当前笔记应用的模版,默认选中并设置系统默认模版","aircases.test_note_template.air","Fri Jun 27 11:09:17 CST 2025","passed","Fri Jun 27 11:10:30 CST 2025","","test_note_template","",""
"删除设置日期的待办","14395","删除设置日期的待办","aircases.test_agent.air","Fri Jun 27 09:57:31 CST 2025","passed","Fri Jun 27 09:57:45 CST 2025","","test_agent","",""
"上传五个文件中有五个上传成功后进入AI对话页面","19681","上传五个文件中有五个上传成功后进入AI对话页面","aircases.test_ai_upload.air","Fri Jun 27 10:28:21 CST 2025","broken","Fri Jun 27 10:28:41 CST 2025","","test_ai_upload","",""
"按紧迫程度排序-当前时间与待办时间不满24小时但过凌晨逾期待办，再按创建时间排序","13365","按紧迫程度排序-当前时间与待办时间不满24小时但过凌晨逾期待办，再按创建时间排序","aircases.test_agent.air","Fri Jun 27 09:59:22 CST 2025","broken","Fri Jun 27 09:59:36 CST 2025","","test_agent","",""
"新建笔记批量删除恢复","95798","新建笔记批量删除恢复","aircases.test_recycle_bin_recovery.air","Fri Jun 27 11:49:08 CST 2025","passed","Fri Jun 27 11:50:44 CST 2025","","test_recycle_bin_recovery","",""
"上传单个文件成功后点击×后删除文件","35431","上传单个文件成功后点击×后删除文件","aircases.test_ai_upload.air","Fri Jun 27 10:26:26 CST 2025","passed","Fri Jun 27 10:27:01 CST 2025","","test_ai_upload","",""
"笔记列表不同分组文件夹移动至其他分组（根目录）验证","41102","笔记列表不同分组文件夹移动至其他分组（根目录）验证","aircases.test_ufolder_move.air","Fri Jun 27 11:56:36 CST 2025","passed","Fri Jun 27 11:57:17 CST 2025","","test_ufolder_move","",""
"发言稿撰写页上传文件过程中返回会有test提示","29366","发言稿撰写页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:21:33 CST 2025","passed","Fri Jun 27 10:22:03 CST 2025","","test_ai_upload","",""
"按紧迫程度排序-当前时间与待办时间相差24小时的待办，再按创建时间排序","17556","按紧迫程度排序-当前时间与待办时间相差24小时的待办，再按创建时间排序","aircases.test_agent.air","Fri Jun 27 09:58:06 CST 2025","broken","Fri Jun 27 09:58:24 CST 2025","","test_agent","",""
"笔记列表页笔记标签显示为蓝色字体验证，标签列表取消标签后，笔记列表不再显示已取消的标签验证","62525","笔记列表页笔记标签显示为蓝色字体验证，标签列表取消标签后，笔记列表不再显示已取消的标签验证","aircases.test_note_tag.air","Fri Jun 27 10:55:04 CST 2025","passed","Fri Jun 27 10:56:06 CST 2025","","test_note_tag","",""
"产品起名页上传文件过程中返回会有test提示","29639","产品起名页上传文件过程中返回会有test提示","aircases.test_ai_upload.air","Fri Jun 27 10:21:04 CST 2025","passed","Fri Jun 27 10:21:33 CST 2025","","test_ai_upload","",""
"新建笔记，插入文字，修改插入的文字","35280","新建笔记，插入文字，修改插入的文字","aircases.test_note_tools.air","Fri Jun 27 11:19:58 CST 2025","passed","Fri Jun 27 11:20:33 CST 2025","","test_note_tools","",""
"点击赞图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","49025","点击赞图标按钮，弹出反馈信息弹窗,在反馈弹窗中勾选选项、文本框输入内容","aircases.test_ai.air","Fri Jun 27 10:09:16 CST 2025","passed","Fri Jun 27 10:10:05 CST 2025","","test_ai","",""
"分屏后，滑动浏览页面，完整显示录音原文","40677","分屏后，滑动浏览页面，完整显示录音原文","aircases.test_notes_split_screen.air","Fri Jun 27 11:33:08 CST 2025","passed","Fri Jun 27 11:33:48 CST 2025","","test_notes_split_screen","",""
